Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.27,62.646,62.406,62.443,62.941,61.454,60.417,65.617,66.035,..
Afghanistan,AFG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,43.3464195931026,39.3562305524053,41.5283443929765,45.8754658013193,40.6448180105462,36.6557727324253,43.183744521137,53.9826747002784,51.9990554515105,46.0799778058
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.994575822723645,0.956772140958855,0.945226799939516,1.00674585570556,1.17096838242129,1.35885692738929,1.827933856217,..,..,..
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,58.256,62.2553,67.0508,59.8109,59.6471,58.0461,56.6945,56.2655,55.5475,..
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,72.4,70,67.6,65.4,63.3,61.3,59.3,57.4,55.5,..
Afghanistan,AFG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,105.1,103.3,102.9,97.6,111.2,100.6,96.1,100.9,..
Afghanistan,AFG,Net migration,SM.POP.NETM,-286314,-143049,-71491,-36753,9159,143634,-548784,-647402,-48958,-44089
Afghanistan,AFG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,4274229980.46875,4069409912.10938,3811739990.23438,3792489990.23438,4136990234.375,4208899902.34375,4690520019.53125,3893270019.53125,..,..
Afghanistan,AFG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,348624717.302647,627710802.377386,822731630.245558,803546453.786557,828571904.111179,788917115.24523,320000000,320000000,320000000,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,51.8709105683578,53.2030296061205,54.7183278904681,56.3344817012404,58.0410606687825,59.9006163469942,61.3286907992579,62.2155405301811,..,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.11995924146907,2.53571991833963,2.80833730805469,2.91080959861384,2.98438913621969,3.15360920291972,2.35609779179185,1.43570437048699,2.13559384981397,2.83657317243522
Afghanistan,AFG,"Population, total",SP.POP.TOTL,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842,41454761,42647492
Afghanistan,AFG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,54.5,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Afghanistan,AFG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,19.1,..,..,..,18.4,..,..
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,82.9104614257812,87.2533264160156,88.7355194091797,86.1755218505859,..,..,..,..,..
Afghanistan,AFG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,10.1311181683697,12.678009904576,13.0392622227544,..,..,..,..,..,..,..
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.182418823242,106.150283813477,106.129997253418,107.780532836914,110.007507324219,..,..,..,..,..
Afghanistan,AFG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6423299908638,0.645669996738434,0.641690015792847,0.636020004749298,..,..,..,..,..,..
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,53.2851409912109,53.5063400268555,55.4021492004395,57.0392990112305,..,..,..,..,..,..
Afghanistan,AFG,Surface area (sq. km),AG.SRF.TOTL.K2,652860,652860,652860,652860,652860,652860,652860,652860,..,..
Afghanistan,AFG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,7.58538233129798,9.50265278288094,9.89845089688421,..,..,..,..,..,..,..
Afghanistan,AFG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0.4,0.1,0.1,0.1,0.1,3.6,3.6,3.6,3.6,3.6
Afghanistan,AFG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,3.29960835203606,4.333403208221,4.35357201508207,3.32380000211032,2.97423809266455,2.67397501265809,..,..,..,..
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,3.9946261512183,3.40681271655218,3.72340281512711,3.87643265737667,3.995142834675,4.20421701305538,3.45660638746524,2.57685430442875,3.31956817544451,4.06172661982306
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,20.656,18.518,16.778,15.456,14.949,14.004,13.002,12.827,12.789,..
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,18.7471602773412,19.167190753497,18.079078214296,17.9155558179549,18.1603973706713,18.8061417987988,17.7932055973056,16.9844780351393,16.2225671332527,15.4980110928492
Albania,ALB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.42007434944238,4.05947955390335,4.05576208178439,3.56133828996283,4.20446096654275,2.92193308550186,2.95910780669145,..,..,..
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,99.8,..,..,..,..,..,..
Albania,ALB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,46,..,..,..,..,..,..
Albania,ALB,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,67.6433183725521,65.6841824865754,62.4661860109014,57.6472475433831,60.6989271045481,68.7203108570213,63.6144473826171,59.7323157505858,54.9262837129545,56.090978560858
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2098.09897098035,1994.36667905612,2145.15129337241,2276.74247900485,2297.67384172958,2354.60026238182,2509.89982451685,2507.48013906524,..,..
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,762.287986301806,786.071045181397,824.373550389848,823.101982045081,817.176548362341,761.957268109783,810.006337207976,780.738623945557,..,..
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.0693224620319,28.6697931741608,31.0017957888583,31.1140135421951,30.9361224858484,22.540763270986,31.1330223351483,37.1970818190154,38.6650808341863,36.1095621958381
Albania,ALB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,8446920542.7,8516067178,9801181001.7,9650813200.5,9274269395.1,10477224919.8,11054752381.6,10420193315.8,11363954732.5,..
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.631,1.555,1.486,1.415,1.395,1.371,1.365,1.355,1.348,..
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,989578334.828616,1044389554.85795,1022757857.07377,1204383363.60476,1201022154.46643,1069744879.65453,1218586452.37158,1441381891.41694,1620982550.5431,1714282844.50436
Albania,ALB,Forest area (sq. km),AG.LND.FRST.K2,7891.875,7891.8,7889.025,7889,7889,7889,7889,7889,..,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,11470171826.9575,11988668784.6628,13258268435.6048,15379508329.7568,15585111614.0376,15241455556.3737,18032009220.4405,19017244116.7203,23547180412.3404,27177735527.5667
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.82669611912765,3.93661689192599,3.96171911223713
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4410,4370,4340,4910,5300,5320,6150,6820,7680,8690
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11890,12400,13040,13680,14600,14270,15900,19110,20990,23310
Albania,ALB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,12715417093.2017,12563409307.2457,12458632586.8702,14078519289.8988,15139915794.98,15103517322.9941,17283334175.1073,18934330930.4404,21085442634.1994,23594433056.8604
Albania,ALB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,34240470271.5455,35676571112.4957,37459655814.8324,39217645203.882,41672785279.0596,40507495975.986,44715662866.9597,53070422548.0448,57632532126.0848,63275895942.7641
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.8134648405134,26.814346013014,27.657593194662,27.1252994132038,25.2875256073276,26.2183527297829,28.79440672883,26.9055628314758,22.9107217576367,..
Albania,ALB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1.63419036731371,0.784313365143227,0.0884579218158484,0.0447019828200661,0.128427412960995,0.285854495639881,0.419509988977299,0.0596409977568037,0.682326849473647,..
Albania,ALB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,96,96,94,95,91,87,86,83,..
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.2101251985694,45.3446572805207,45.7855860010406,44.5800648295474,44.4460064468406,36.9799486187859,44.4572993931639,47.5009752834284,43.828601725513,42.9611975707809
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,7.7,7.3,7.6,7.9,8.5,8.4,..,..,..,..
Albania,ALB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.4814091473313,23.8670178864359,22.9533327106507,23.7535886253159,22.9655210859374,23.4687213275448,22.4341167911667,23.025055723682,23.0184718848368,22.407038670305
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.771576290611591,-0.864265221201691,2.72506918540461,1.45328722509015,1.00063285556122,0.0410440719196288,3.44439110040804,9.86158300344633,6.0660520944985,2.68887445578932
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.358,78.643,78.9,79.238,79.467,77.824,76.844,78.769,79.602,..
Albania,ALB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,54.218891345498,54.8184299528536,57.0436481712026,57.1864835430605,55.264281792132,52.9870652453714,62.5387878973396,66.8235624573328,55.4970903996278,50.0851146564187
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.16230386432234,1.10358100880452,1.10915100558884,1.16054478505068,1.28080596201472,1.29583570269739,1.24298808396067,1.21098343566728,1.74399167669186,..
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,117.33,116.284,125.1,93.8031,91.1635,91.1881,92.4843,98.395,92.9973,..
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,9.6,9.4,9.3,9.3,9.4,9.4,9.5,9.4,9.4,..
Albania,ALB,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,99,103.4,101,101,100.7,100.2,115.8,76.4,..
Albania,ALB,Net migration,SM.POP.NETM,-20500,-9347,-14901,-15032,-23094,-16680,-32848,-16426,-25357,-24472
Albania,ALB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,335160003.662109,171039993.286133,168350006.103516,344519989.013672,27069999.6948242,309579986.572266,633419982.910156,315510009.765625,..,..
Albania,ALB,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1290863508.09402,1306009166.92504,1311822432.138,1458210055.85311,1472812241.61037,1465987212.49097,1718355918.32179,1745245135.76651,2036169283.29038,2274440593.60034
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,105.135145985401,104.967189781022,104.870693430657,104.612262773723,104.167554744526,103.571131386861,102.615547445255,101.375510948905,..,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287,-1.14842353492312
Albania,ALB,"Population, total",SP.POP.TOTL,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972,2714617
Albania,ALB,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.1,1.1,1.4,1,0.3,0.3,..,..,..,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,23.7,23.4,23,21.8,22,..,..,..,..
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Albania,ALB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,1.5,..,..,..,..,..,..,..
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.7887878417969,99.5973587036133,106.449691772461,102.894180297852,98.717529296875,99.2719268798828,97.2184371948242,101.176277160645,95.1351470947266,..
Albania,ALB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.5584536023957,24.0204329650426,25.270139390791,25.1079091252149,24.8457158029254,23.7009865644328,25.046950435126,24.7316651523359,24.696661250146,..
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.688652038574,105.324783325195,105.414970397949,104.568023681641,102.589538574219,100.020973205566,97.1074981689453,96.3712310791016,93.7138137817383,..
Albania,ALB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.982420027256012,0.993550002574921,1.00432002544403,1.01730000972748,1.018630027771,1.02399003505707,1.02570998668671,..,..,..
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.440727233887,99.1707611083984,97.5743713378906,98.8223876953125,99.0151519775391,95.9294509887695,97.6650314331055,97.3224716186523,96.1368789672852,..
Albania,ALB,Surface area (sq. km),AG.SRF.TOTL.K2,28750,28750,28750,28750,28750,28750,28750,28750,..,..
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,18.3812921492969,17.4032025232446,18.5476631833556,18.2769527327116,17.9309939892851,16.8955446005948,18.0962081959745,18.0607786802299,17.7598687402034,..
Albania,ALB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.2,13.1,13.5,13.5,14.2,14.2,14.2,14.2,14.2,18
Albania,ALB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,33.5289041026424,15.23524249807,11.1428754430796,20.6761124898272,11.6000219465986,29.7327737084102,14.5719568092065,9.18537866933461,8.54482803988824,..
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,1.48476433256912,1.54401448032371,1.54128496391169,1.31716210445698,1.07141354924368,0.85761092300088,0.443404480033808,0.0937160630163749,0.103888261229259,0.0471709154127424
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.294,10.5,9.978,9.495,10.328,9.901,9.343,8.977,8.698,..
Algeria,DZA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.5327896965018,11.0683130545794,11.0318809304784,11.2438301354995,11.4791798857164,12.8341693887186,11.2354345605089,10.6131779036563,13.086784145579,..
Algeria,DZA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,79.6123410687294,82.0663287987908,87.152129456744,87.152129456744,87.152129456744,87.152129456744,87.152129456744,..,..,..
Algeria,DZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,98.8,..,..,..,..,..
Algeria,DZA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,53.6,..,..,..,..,..
Algeria,DZA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1438.57265286655,1470.35348531547,1554.49963310729,1568.47300560981,1651.17795668766,1591.97709300405,1681.48239613152,1756.58721304339,..,..
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1414.49702064392,1371.20207705232,1380.3468180174,1442.30211193457,1463.50985736009,1372.00040514264,1451.44517709293,1500.3461132579,..,..
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.5281416810455,18.4866879717888,20.3336795171675,23.423105738908,20.407941949491,15.5352011116191,23.4443672905951,30.8089785470304,23.6195363708424,..
Algeria,DZA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4671396332.7,5463001796.7,5706818288.8,5710491550,5492379098.5,5177878073.5,7378779146.5,7129257355.9,7315265959.9,..
Algeria,DZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.091,3.091,3.09,3.019,2.997,2.94,2.87,2.817,2.766,..
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-537792920.921857,1638263953.77737,1230243450.87889,1466116068.03411,1381200049.59264,1143918159.62919,869194073.014936,932987842.004666,1216010863.9252,..
Algeria,DZA,Forest area (sq. km),AG.LND.FRST.K2,19560,19560,19430,19300,19390,19490,19583.333,19681.111,..,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,263619794506.723
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.20000000089023,3.90000000017621,1.49999999895587,1.40000000088281,0.899999999219148,-4.99999999908597,3.79999999900707,3.60000000094915,4.10000000005964,3.29999999939609
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5390,4920,4440,4450,4480,4020,4120,4430,4950,5320
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13520,13350,13340,13430,13610,12470,14210,15470,16580,17220
Algeria,DZA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,215806846087.442,201027370828.171,185015661644.63,189280929890.865,194060473548.472,177026869490,184232109334.548,201455773423.337,228481173658.39,249052479062.178
Algeria,DZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,541233810012.029,545393972006.106,556023170169.916,570984006976.819,589311312706.742,549034369411.233,636203147057.022,703395414836.923,765444777219.051,806012545002.281
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,51.779612559441,51.6415142855742,48.2675922575805,46.4568594962626,44.6295617875004,42.9493576825015,39.1458051112848,35.0891197613498,37.724946210066,..
Algeria,DZA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.233281066486999,0.489614088330072,0.960396672710236,..,..,..,..,..,..,..
Algeria,DZA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,94,88,80,80,80,79,79,99,..
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.676480909369,31.2742448207328,29.4871366540912,29.0130619390143,26.0989006586763,24.8545554509197,23.3926919693657,20.3933971934105,20.0633778247296,..
Algeria,DZA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,32.7565009315894,32.205164049828,33.4766949498416,35.3432586054084,33.5743211841578,30.0235803787213,36.3214812457704,43.0480574822468,37.7570495314503,..
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-4.98674479608955,0.856688224051865,4.93800729574315,6.16467836389162,0.882992828847023,-4.7113839171413,15.9325995902386,22.9512626050573,0.854841037314543,1.70011466193156
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261,..
Algeria,DZA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,46.0655095705949,42.6606340094642,42.7899811540678,45.2968229485962,41.3233431383382,34.8625033857803,40.8647948623329,46.3511413740596,39.7845686399304,36.2946948574303
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.27024285623508,6.38492898301865,5.92438332688534,5.48358870056161,5.99994146398572,6.65871082968014,5.57082878533287,4.69502219300875,8.1717205566288,..
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,108.016,115.154,109.97,110.938,104.922,103.437,105.037,107.787,111.606,..
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,24.9,24.5,24,23.7,23.3,22.9,22.6,22.3,22,..
Algeria,DZA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,82.5,93.9,111,101.7,72.9,99.4,150.8,98.8,..
Algeria,DZA,Net migration,SM.POP.NETM,-27638,-6438,-14403,-27146,-27786,-10798,-10803,-14684,-25963,-31240
Algeria,DZA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,71129997.253418,144539993.286133,174649993.896484,144610000.610352,172000000,209850006.103516,214449996.948242,214990005.493164,..,..
Algeria,DZA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1997393458.35396,1989023597.12295,1791887073.28626,1984998399.13173,1785838683.22299,1699608934.62519,1791896708.54488,1704712867.9217,1867646030.08864,..
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,16.8026368106356,17.1516218598076,17.5037080018356,17.846203680417,18.177688506013,18.4915534476671,18.7934368178572,19.0941790060296,..,..
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2.05624795728459,2.05569111181654,2.03200060784518,1.93780623340147,1.84041291439333,1.71191216459393,1.61936460233826,1.58758210690673,1.49897601193923,1.39838651912702
Algeria,DZA,"Population, total",SP.POP.TOTL,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,46814308
Algeria,DZA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Algeria,DZA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,2.7,..,..,..,..,..
Algeria,DZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.1254730224609,100.489837646484,102.320610046387,102.68798828125,99.7298889160156,102.240936279297,99.7526779174805,94.7113876342773,99.678840637207,..
Algeria,DZA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..
